STATEFP10,COUNTYFP10,Total,LON*POP,LAT*POP,LON,LAT
18,147,20952,-1823055.1262192002,796500.6696190997,-87.01103122466591,38.01549587720025
18,149,23363,-2023980.8777604003,964492.3130937987,-86.63189135643542,41.28289659263788
18,151,34185,-2906089.3413810944,1423788.9034879997,-85.0106579312884,41.649521822085696
18,153,21475,-1876721.4432221008,839738.9271119004,-87.390986878794,39.1030932298906
18,155,10613,-902354.1425542,411994.91823270003,-85.0234752241779,38.81983588360501
18,157,172780,-15012332.35834798,6983401.304500405,-86.88697973346441,40.417879989005705
18,159,15936,-1371302.2361621992,642361.8213742004,-86.05059212865206,40.3088492328188
18,161,7516,-638252.0876886,297773.59330279985,-84.91911757432145,39.61862603815858
18,163,179703,-15733325.155397125,6828006.4225229975,-87.55182248152298,37.996062517169975
18,165,16212,-1417581.6087912975,644640.4286767998,-87.44026701155302,39.76316485793238
18,167,107848,-9424618.421813583,4255770.22938299,-87.38797587172303,39.460817348332746
18,169,32888,-2821868.2594517977,1343755.0733808987,-85.80236741218066,40.858522056096405
18,171,8508,-742971.4689024003,342976.08432129986,-87.32621872383645,40.31218668562529
18,173,59689,-5213985.62146789,2268951.032353998,-87.3525376780963,38.01288398790394
18,175,28262,-2432981.7386789992,1090146.9035156004,-86.08667959376545,38.57288597818981
18,177,68917,-5854486.998101803,2745841.937853595,-84.9498236734304,39.84273746468353
18,179,27636,-2354432.5022394005,1126741.0431348002,-85.19440231000871,40.770771570950934
18,181,24643,-2139265.7653872967,1004342.6651989002,-86.81028143437473,40.75569797503957
18,183,33292,-2845748.6788572017,1370403.4084237996,-85.47845364823986,41.163144551958425
19,1,7682,-725788.9246769,317609.4462276994,-94.47916228545952,41.34462981355108
19,3,4029,-381585.0531529001,165215.96802379994,-94.70961855371063,41.0066934782328
19,5,14330,-1310006.0748088998,619873.5358993999,-91.41703243607118,43.25705065592464
19,7,12887,-1196777.4133967995,525014.268179,-92.867029828261,40.73983612780322
19,9,6119,-580848.0277825999,255020.5187620003,-94.92531913427031,41.676829344991056
19,11,26076,-2399446.190343303,1096814.4555013995,-92.01741794536369,42.06222026006288
19,13,131090,-12108788.435088772,5570125.717654414,-92.3700391722387,42.490851458192175
19,15,26306,-2470006.4448328954,1105548.9747060998,-93.89517390834392,42.02649489493271
19,17,24276,-2242541.960942201,1037630.4815447013,-92.3769138631653,42.743058228073046
19,19,20958,-1926062.496544899,890441.6526256995,-91.90106386796923,42.48695737311287
19,21,20260,-1928375.538043599,864679.6396382,-95.18141846217172,42.679152993001
19,23,14867,-1379043.4865562005,634932.9771755,-92.75869284699002,42.707538654436
19,25,9670,-915026.5494646007,410009.57032139983,-94.62528949995873,42.400162391044454
19,27,20816,-1974764.7075099,875074.913727,-94.86763583348863,42.03857195075904
19,29,13956,-1325533.1175163013,577302.4757478996,-94.97944378878628,41.365898233584105
19,31,18499,-1685950.932629301,772479.0903849008,-91.13740919126984,41.7578836901941
19,33,44151,-4116913.210818803,1904458.5215085985,-93.24620531400879,43.13511633957551
19,35,12072,-1154010.2388026977,516069.404484901,-95.59395616324531,42.74928797919989
19,37,12439,-1148670.6196372015,535350.4253154998,-92.34428970473525,43.03805975685343
19,39,9286,-870852.7184696995,381068.0505329004,-93.78125333509578,41.036835077848416
19,41,16667,-1586024.3761971002,718802.9616580997,-95.15955938063837,43.127315153182906
19,43,18129,-1655593.7437564991,777010.7104704997,-91.32294907366644,42.860097659578564
19,45,49116,-4436931.1056496,2055637.5682436984,-90.33575832009122,41.85270722867698
19,47,17096,-1630248.4183561031,718499.855376101,-95.35847089120865,42.02736636500356
19,49,66135,-6211627.541530598,2754206.8652975983,-93.92345265790577,41.64522363797683
19,51,8753,-808915.6981902005,356816.8966370001,-92.41582293958649,40.76509729658404
19,53,8457,-793446.6962651002,344284.5547018998,-93.82129552620316,40.71001001559653
19,55,17764,-1623333.7981383018,754657.9669855002,-91.3833482401656,42.4824345296949
19,57,40325,-3675281.1706322,1646611.9227493012,-91.14150454140606,40.83352567264231
19,59,16667,-1585590.9551477,723174.8638666994,-95.13355463776924,43.389624039521166
19,61,93653,-8499935.464534406,3979664.957952403,-90.75988451554576,42.49372639373435
19,63,10302,-976166.1637865999,447049.371344,-94.75501492783926,43.39442548476025
19,65,20880,-1917938.462814401,894089.6529299003,-91.85529036467436,42.82038567671936
19,67,16303,-1512141.6922463002,702245.6263481,-92.75235798603323,43.074625918426065
19,69,10680,-995806.5978363991,456625.5599205004,-93.24031814947556,42.75520223974723
19,71,7441,-711533.2722087994,303205.4389740004,-95.62333990173354,40.74794234296471
19,73,9336,-881094.0851695995,392390.1402629003,-94.37597313299055,42.02979223038778
19,75,12453,-1154993.9585656999,527761.4041934997,-92.74825010565328,42.380262121055154
19,77,10954,-1034400.4002360008,456447.1171092997,-94.43129452583538,41.6694465135384
19,79,15673,-1469610.7449131985,664653.5628277011,-93.76703534187445,42.40755202116385
19,81,11341,-1062709.0810194998,488706.52935259993,-93.70505960845604,43.09201387466713
19,83,17534,-1634446.2749078006,744086.4263989986,-93.21582496337405,42.4367757727272
19,85,14928,-1430212.5995741999,621936.1764291989,-95.8073820722267,41.6623912398981
19,87,20145,-1844014.3883210018,825569.1677022001,-91.53707561782092,40.98134364369324
19,89,9566,-882281.7568755999,414797.22551319975,-92.23100113690151,43.361616716830426
19,91,9815,-924725.6058823008,419559.7449704007,-94.21554823049424,42.746790114151885
19,93,7089,-677030.6869229004,300512.2346118001,-95.5043993402314,42.39134357621669
19,95,16355,-1505312.7609468994,682046.2799938001,-92.03991201142765,41.702615713469896
19,97,19848,-1797569.0394105015,836380.5065082995,-90.56675934152064,42.13928388292521
19,99,36842,-3428886.5540097044,1535514.6603688018,-93.07004380896,41.67837414822219
19,101,16843,-1548959.7942564974,690784.8540899999,-91.96460216448955,41.013171886837256
19,103,130882,-11983337.618434412,5455129.712324309,-91.55833207342806,41.67975514069398
19,105,20638,-1882154.7634671985,869612.4100798995,-91.1985058371547,42.136467200305226
19,107,10511,-968851.3570763012,434371.69146029995,-92.17499353784618,41.32543920276853
19,109,15543,-1464470.1017978003,670634.0838594995,-94.22055599291002,43.14701691176089
19,111,35862,-3277651.286720901,1454511.4542661994,-91.396221257066,40.55857047198147
19,113,211226,-19358281.81499433,8873521.403589107,-91.64724898920744,42.00960773573853
19,115,11387,-1039177.4085293995,469438.0808335007,-91.25998142876962,41.2257908872838
19,117,8898,-830299.488599501,365006.1809334,-93.31304659468431,41.021148677612956
19,119,11581,-1114306.9595745006,502444.75359510025,-96.21854413042921,43.38526496805977
19,121,15679,-1473660.5571322981,648280.6209256015,-93.98944812375142,41.3470642850693
19,123,22381,-2073398.9864750018,924605.6660903988,-92.6410342020018,41.31208016131535
19,125,33309,-3099157.5598668964,1377488.0505773001,-93.04264792899505,41.35483054361584
19,127,40648,-3777760.8293731986,1708490.4405330985,-92.93841835694742,42.03135309321735
19,129,15059,-1441075.2803231012,618166.9801271006,-95.69528390484768,41.04966997324527
19,131,10776,-1000047.7841689006,466991.5112854998,-92.80324648931892,43.33625754319783
19,133,9243,-887190.4211005998,388788.5573840999,-95.98511534140431,42.0630268726712
19,135,7970,-739836.6606877001,327053.8535686002,-92.82768641,41.03561525327481
19,137,10740,-1022104.5686364007,440432.5778888,-95.16802315050285,41.00861991515829
19,139,42745,-3893172.3430397925,1772381.495733001,-91.07901141747088,41.46406587280386
19,141,14398,-1377758.1507391005,620934.1037143986,-95.6909397651827,43.12641364872889
19,143,6462,-618286.5201903994,280362.7909974999,-95.68036524147313,43.38638053195604
19,145,15932,-1516543.2998087,649191.020642,-95.18850739447024,40.74761615879989
19,147,9421,-892077.1942884014,406043.9576854,-94.69028704897585,43.09987874805223
19,149,24986,-2403738.8222275013,1068099.2267685998,-96.2034268081126,42.74790789916753
19,151,7310,-692263.3875359005,312468.8941654001,-94.70087380792073,42.74540275860467
19,153,430640,-40325840.02044245,17924656.43366004,-93.64164968521841,41.623296567109506
19,155,93158,-8924077.658272414,3845425.6462275917,-95.7950756593359,41.27853374082304
19,157,18914,-1751828.0575107997,788902.0560035999,-92.62070728089243,41.70995326232421
19,159,5131,-483537.79870420025,209004.9417819,-94.2385107589554,40.73376374622882
19,161,10350,-984169.4145058994,438589.5890295007,-95.08883231941056,42.375805703333405
19,163,165224,-14963974.414048806,6867230.463758217,-90.56780137297731,41.56315343871482
19,165,12167,-1159762.674090202,506939.9248232004,-95.3203479978797,41.665153679888256
19,167,33704,-3241222.231381405,1451962.4491681994,-96.16728671319143,43.07982581201637
19,169,89542,-8381294.916468599,3763125.3309389036,-93.60182837627707,42.02637121059284
19,171,17767,-1644203.338946001,747379.5053898988,-92.54254173163734,42.06559944784706
19,173,6317,-598051.6472311992,257451.63686230005,-94.67336508329892,40.7553643916891
19,175,12534,-1182193.4155138996,514559.3488074007,-94.31892576303652,41.05308351742465
19,177,7570,-695979.4215307005,308443.86984180025,-91.93915740167776,40.745557442774135
19,179,35625,-3292405.609353503,1461202.765021002,-92.41840306957201,41.016217965501816
19,181,46225,-4326117.544349497,1913755.9413169003,-93.58826488587341,41.40088569641753
19,183,21704,-1990158.4592648,897720.3853981999,-91.69546900409142,41.36197868587356
19,185,6403,-597482.8689018,260858.5701072999,-93.31295781692957,40.740054678635
19,187,38013,-3580029.1016605967,1614806.4737111991,-94.17907299241304,42.480374443248344
19,189,10866,-1017786.1241937012,470963.74296080007,-93.6670462169797,43.34288081730168
19,191,21056,-1933243.360279,911330.732874599,-91.81436931416224,43.2812848059745
19,193,102172,-9843683.633495577,4340596.133886513,-96.34423945401457,42.483225677157286
19,195,7598,-708530.5763843991,329498.9763256001,-93.25224748412727,43.3665407114504
19,197,13229,-1240290.0877274014,565304.2117711002,-93.75539252607163,42.7321953111422
20,1,13371,-1275152.782520997,506715.2366883999,-95.36704678191587,37.8965848992895
20,3,8102,-771831.8193775995,309902.41497450013,-95.26435687208092,38.250112931930396
20,5,16924,-1610851.2517505009,669438.6890759995,-95.18147315944815,39.555583140865025
20,7,4861,-479087.8218408997,180888.4171207998,-98.5574618063978,37.212182086155075
20,9,27674,-2733021.528076702,1062535.9942081005,-98.75773390462895,38.394738534657094
20,11,15173,-1437633.5932789994,574230.6444045004,-94.74946241870424,37.84555753011932
20,13,9984,-953975.1755348,397375.91141850007,-95.55039819058493,39.80127317893631
20,15,65880,-6389681.2267517075,2485463.716473698,-96.98969682379642,37.727135951331185
20,17,2790,-269400.53054620017,107019.7590648,-96.55932994487465,38.358336582365595
20,19,3669,-353073.28140009986,136160.26980329995,-96.23147489781954,37.111002944480774
20,21,21603,-2046995.061765101,801800.3107602982,-94.75512946188496,37.115229864384496
20,23,2726,-277340.54743860033,108407.93871750004,-101.73901226654449,39.76813599321353
20,25,2215,-221219.10374449988,82598.35477950003,-99.87318453476294,37.290453625056436
20,27,8535,-828941.4186609989,335905.1250036995,-97.12260324089031,39.35619507951957
20,29,9533,-930775.8577238992,376877.1466812003,-97.63724511946913,39.53395013964128
20,31,8601,-823459.7011316008,328968.1023812004,-95.73999548094416,38.24765752600865
20,33,1891,-187899.57991930013,70413.7870513,-99.36519297689058,37.236270254521415
20,35,36311,-3522085.2579997913,1349835.474167899,-96.997748836435,37.17428531761447
20,37,39134,-3707219.0443009036,1465174.4018028008,-94.73141115911751,37.439934629805315
20,39,2961,-297553.5127387,117860.62089779992,-100.49088576112798,39.804329921580525
20,41,19754,-1919085.7818935008,768061.4921273987,-97.14922455672271,38.88131477814108
20,43,7945,-755371.4721247997,316120.7629866002,-95.07507515730644,39.78864228906233
20,45,110826,-10556326.34018519,4315762.058358199,-95.2513520309782,38.94178314076298
20,47,3037,-301740.8855985,115146.07159219985,-99.35491787899244,37.914412773197185
20,49,2882,-277354.14604579995,107849.1606202,-96.23669189653015,37.42163796675921
20,51,28452,-2826137.4704274023,1106258.1505352985,-99.33001091056525,38.88156019033103
20,53,6497,-638413.9064260006,251570.44482100016,-98.2628761622288,38.721016595505645
20,55,36776,-3709441.405690703,1396654.3008616986,-100.86582025480485,37.97733034755543
20,57,33848,-3384626.261346499,1277799.654205003,-99.99486709248696,37.75111244992328
20,59,25992,-2475999.1068854057,1003362.1920665012,-95.260045663489,38.602731304497574
20,61,34362,-3327590.4352140045,1341446.0976592,-96.83925368762016,39.038650185064895
20,63,2695,-270508.60377389996,105233.36725160001,-100.37425000886827,39.04763163324675
20,65,2597,-259330.81885510034,102217.26190579998,-99.8578432249135,39.35974659445513
20,67,7829,-793467.0224112006,294216.22064919985,-101.34972824258533,37.58030663548344
20,69,6006,-603079.8739973,226585.82571480004,-100.4128994334499,37.726577708091924
20,71,1247,-126898.72724019998,47993.40052819999,-101.76321350457096,38.4870894372093
20,73,6689,-643659.0570883993,253229.02035780012,-96.22649978896686,37.857530327074315
20,75,2690,-273755.01531499985,102164.00898299998,-101.76766368587357,37.97918549553903
20,77,6034,-591641.1113597001,224555.86616310023,-98.0512282664402,37.21509217154462
20,79,34684,-3377710.7025544043,1319625.1008746994,-97.38526993871538,38.047085136509615
20,81,4256,-429405.1924569999,159600.12443359988,-100.89407717504696,37.500029237218016
20,83,1916,-191346.19802939988,72967.99395440002,-99.86753550594985,38.08350415156577
20,85,13462,-1289004.6421049982,530415.2460081002,-95.7513476530232,39.4009245289036
20,87,19126,-1824579.2465047,749947.5129812013,-95.3978482957597,39.210891612527526
20,89,3077,-302165.2210811998,122389.08365499994,-98.20124182034444,39.77545780142995
20,91,544179,-51553945.43632284,21183826.790368866,-94.7371093635051,38.92804902498785
20,93,3977,-402623.3511847001,150943.89960320006,-101.23795604342472,37.95421161760122
20,95,7858,-770851.9332654999,295527.09999430005,-98.09772630001272,37.608437260664296
20,97,2553,-253403.22379600012,95989.50931780002,-99.25704026478657,37.59871105280064
20,99,21607,-2058295.4074690016,805038.7087573,-95.26058256440052,37.25823616222984
20,101,1750,-175853.67814319988,67380.2539408,-100.4878160818285,38.50300225188572
20,103,76227,-7238459.356399412,2991034.5823591044,-94.95925795845844,39.23851892845192
20,105,3241,-318186.03351629985,126515.88929430008,-98.1752648924097,39.03606581126198
20,107,9656,-915404.5574502995,369219.93977190007,-94.8016318817626,38.23735913130697
20,109,2756,-278149.7267681,107754.88329480008,-100.92515485054426,39.09828856850511
20,111,33690,-3240296.8559315954,1294240.2500174004,-96.17978201043621,38.41615464581182
20,113,29180,-2849357.8514803965,1119962.3436856018,-97.64763027691556,38.38116325173413
20,115,12660,-1229596.2725492015,485212.70111179975,-97.12450810025291,38.32643768655607
20,117,10117,-977035.0248705004,402656.89092870045,-96.57359146688745,39.800028756419934
20,119,4575,-459303.30951920006,170611.30830459984,-100.39416601512569,37.292089246907075
20,121,32787,-3109399.124955096,1265263.6240861,-94.83634138393556,38.59040546820692
20,123,6373,-625664.0962313992,251446.51222120025,-98.1741873892043,39.45496818157857
20,125,35471,-3394408.6855202015,1317392.3204942006,-95.69531971244685,37.139982534865105
20,127,5923,-572095.8955190004,229209.17031699995,-96.58887312493677,38.69815470487928
20,129,3233,-329243.08362690016,119773.25300410007,-101.83825661209409,37.047093412960116
20,131,10178,-976707.1033097006,405388.8769127996,-95.96257646980749,39.82991520070737
20,133,16512,-1575160.2441784008,621263.3974019007,-95.39487912902138,37.62496350544457
20,135,3107,-310385.80381320004,119595.97904470006,-99.89887473871904,38.49242968931446
20,137,5671,-566409.5365239995,225822.6299504997,-99.87824660976892,39.82060129615582
20,139,16295,-1559620.7234725996,630599.3220638001,-95.71161236407484,38.698945815513966
20,141,3858,-380813.25239240006,152100.84936430008,-98.70742674764128,39.424792473898414
20,143,6091,-594980.1823835999,238136.38349270003,-97.68185558752256,39.0964346564932
20,145,6973,-691354.0503404996,266218.9705611001,-99.14728959422052,38.17854159774848
20,147,5642,-560529.0685348002,224309.2671918998,-99.3493563514357,39.7570484211095
20,149,21604,-2080813.438952304,848140.0682034005,-96.31611918868285,39.25847381056288
20,151,9656,-953348.2238208004,363500.7505836,-98.73117479502905,37.645065304846725
20,153,2519,-254554.33144879987,100275.86633680004,-101.05372427502974,39.807807200000006
20,155,64511,-6317756.988130594,2454702.6204103963,-97.93301899103399,38.050915664156435
20,157,4980,-486342.66010389937,198294.58104859988,-97.65916869556213,39.818188965582316
20,159,10083,-990161.0088348,386400.3607478999,-98.2010323152633,38.321963775453725
20,161,71115,-6872056.190317002,2786959.3732595,-96.63300555884136,39.189473012156355
20,163,5181,-514560.0738429001,203687.21365109985,-99.31674847382746,39.314266290503724
20,165,3307,-328330.91295170004,127404.8120975999,-99.28361443958269,38.52579742896882
20,167,6970,-688809.5959656996,271164.4270495001,-98.82490616437583,38.9045089023673
20,169,55606,-5427520.111657213,2158390.1052827,-97.60673509436418,38.81577716941877
20,171,4936,-498109.5842699997,189948.64880390003,-100.9136110757698,38.48230324228121
20,173,498365,-48513148.79433857,18777799.488984507,-97.34461447802026,37.67880868236033
20,175,22952,-2316226.0235317964,850422.0133351005,-100.916086769423,37.05219646806815
20,177,177934,-17029256.581789944,6945758.909125088,-95.70546709336014,39.035591337940396
20,179,2556,-256796.18064589976,100624.37861880004,-100.46798929808284,39.367910257746495
20,181,6010,-611374.9177000012,236489.26091720015,-101.72627582362749,39.34929466176376
20,183,3853,-380713.4289888,153236.41077399993,-98.80961043052166,39.77067499974045
20,185,4437,-438094.7151452003,168636.4397782001,-98.73669487157996,38.006860441334254
20,187,2235,-227425.1778755001,83960.60783110003,-101.75623171163315,37.566267485950796
20,189,5724,-579968.925812,212876.1525358996,-101.32231408315863,37.19010351780216
20,191,24132,-2350620.911993596,900221.9626622002,-97.4068005964527,37.304076026114714
20,193,7900,-798264.8971023001,311136.99989639985,-101.04618950662024,39.38443036663289
20,195,3001,-299745.8688618002,117052.36175720007,-99.88199562205938,39.0044524349217
20,197,7053,-678340.5517358002,274959.5775816003,-96.17759134209558,38.984769258698456
20,199,1485,-151121.44199889997,57749.55552839999,-101.76528080734006,38.888589581414145
20,201,5799,-562816.1567807993,230695.9915184,-97.05400185907902,39.7820299221245
20,203,2234,-226414.52143239995,85996.25985400003,-101.3493829151298,38.49429715935543
20,205,9409,-900829.3271784995,352955.8116711994,-95.74124000196615,37.51257430876814
20,207,3309,-316801.9058059998,125322.75158279995,-95.73946987186457,37.87330056899364
20,209,157505,-14916974.77797388,6159098.034230607,-94.70794436985419,39.10414294295804
21,1,18656,-1590966.0801635026,692282.3041989002,-85.27905661253764,37.10775644290846
21,3,19956,-1720367.843246399,733341.2592223989,-86.20804987203844,36.747908359510866
21,5,21421,-1819136.8825231998,814599.6833426005,-84.92306066585125,38.02808848058449
21,7,8249,-733986.4873442998,305577.69183329993,-88.97884438650743,37.044210429542964
21,9,42173,-3624002.426063101,1560264.9475438981,-85.93181481191998,36.99677394408504
21,11,11591,-970590.9097863005,442074.26707040006,-83.73659820432235,38.13944155555173
21,13,28691,-2401475.5364827043,1052613.3632318012,-83.70135361202831,36.68792873137225
21,15,118811,-10060883.884189198,4632096.3450645935,-84.67973406662006,38.987100058619106
21,17,19985,-1683668.465561998,763486.5249530005,-84.24660823427561,38.20297848151115
21,19,49542,-4095465.833938494,1903993.4608695032,-82.66654220537106,38.4319054715091
21,21,28432,-2411018.9419243005,1070060.4304792006,-84.7994844514737,37.63577766176141
21,23,8488,-713586.8476867005,328507.35243009985,-84.07008101869704,38.7025627273916
21,25,13878,-1157115.3587286996,520703.8452115998,-83.37767392482344,37.52009260783973
21,27,20059,-1733307.7714329006,757636.1012606998,-86.41047766254053,37.77038243485217
21,29,74319,-6365821.258524398,2825827.1406769007,-85.65536751738317,38.02294353633527
21,31,12690,-1099975.9879902,472308.1146717,-86.6805349086052,37.2189215659338
21,33,12984,-1141024.0240664994,482062.7697029999,-87.87923783629847,37.127446834796665
21,35,37191,-3284181.580506896,1361941.3119917996,-88.30581539907223,36.62018531343066
21,37,90336,-7628102.538816496,3526270.2153252037,-84.44144680765692,39.03504931948729
21,39,5104,-453989.9126923999,188104.5365348,-88.94786690681816,36.854337095376174
21,41,10811,-920441.2950879994,418045.74237649975,-85.13932985736744,38.668554470123
21,43,27720,-2301817.4729138967,1062050.3050809996,-83.03814837351722,38.31350306930013
21,45,15955,-1354965.1868975991,595174.4695166999,-84.92417341884044,37.30331993210278
21,47,73955,-6469450.410714095,2722354.1764876,-87.47820175395977,36.81095499273342
21,49,35613,-2997982.0714506037,1352824.8057728007,-84.18223882993861,37.986825197899655
21,51,21730,-1819817.571875501,807695.3842578006,-83.74678195469401,37.16959890739994
21,53,10272,-874508.9383397,377126.1290474,-85.13521595986174,36.713992313804525
21,55,9315,-820605.5043488003,347752.2004164998,-88.095062195255,37.33249601894792
21,57,6856,-585427.6329733002,252156.06156339988,-85.3890946577159,36.77888879279462
21,59,96656,-8418251.350277014,3648544.7871588906,-87.09496927533743,37.74773203069536
21,61,12161,-1048950.7426722,452349.98295380006,-86.25530323757916,37.196775179162906
21,63,7852,-652552.3734165999,299334.9559097999,-83.10651724612836,38.12212887287314
21,65,14672,-1232285.2322348,553226.4964124,-83.98890623192476,37.70627701829335
21,67,295803,-24994360.024190433,11246584.8785026,-84.49664142753939,38.0205233838149
21,69,14348,-1201047.0788446008,550799.167518,-83.7083272124757,38.38856757164761
21,71,39451,-3264118.9645545026,1481475.7660334983,-82.73856086168925,37.55229946093885
21,73,49285,-4182698.7371683023,1882492.0773706997,-84.86758115386635,38.19604499078217
21,75,6813,-606595.8351080995,248934.59893889987,-89.03505579158954,36.53817685878466
21,77,8589,-728716.2230840995,332947.44183370017,-84.84296461568279,38.764401191489135
21,79,16912,-1430342.960752099,636725.5328082998,-84.57562445317522,37.6493337753252
21,81,24662,-2086456.5812492,954126.0199698005,-84.60208341777633,38.68810396439057
21,83,37121,-3290789.7552501988,1363870.5849862,-88.65035304141048,36.74121346370518
21,85,25746,-2222053.0425521,964679.2128445008,-86.30672891136875,37.46909084302419
21,87,11258,-962997.6139356012,419536.0906484,-85.5389602003554,37.265596966459405
21,89,36910,-3056600.8678416023,1423080.9572069002,-82.8122695161637,38.555430972823096
21,91,8565,-743483.1578417999,324339.56692929997,-86.80480535222416,37.86801715461763
21,93,105543,-9067943.503051292,3983831.0716120014,-85.91705279413407,37.746047313530994
21,95,29278,-2436887.9186434,1079351.7817490005,-83.23273169763644,36.86562544398527
21,97,18846,-1588997.1790796998,723987.3126177011,-84.31482431708052,38.415966922301884
21,99,18199,-1563035.6538135014,678425.1822014006,-85.88579887980116,37.278157162558415
21,101,46250,-4049853.1934939036,1749104.7899304994,-87.56439337284117,37.81848194444323
21,103,15416,-1313127.2579005992,592466.2389003998,-85.17950557217172,38.43190444346132
21,105,4902,-436081.8145038004,179740.28874240027,-88.95997847894743,36.666725569645095
21,107,46920,-4106585.4667244987,1750391.2399007014,-87.52313441441814,37.30586615304138
21,109,13494,-1133411.3009482005,504713.42244380026,-83.99372320647697,37.40280290824071
21,111,741096,-63505850.54190069,28311183.28748262,-85.69180044407295,38.201775866396005
21,113,48586,-4109746.152121097,1840654.150990197,-84.5870446655641,37.8844554190548
21,115,23356,-1934203.875304701,883548.0993535002,-82.81400390926103,37.82959836245504
21,117,159720,-13504099.205015404,6231186.81924291,-84.54858004642753,39.01319070400019
21,119,16346,-1355746.1205796,610156.7895815001,-82.94054328763,37.32759021054081
21,121,31883,-2675470.277608601,1176533.2233510995,-83.91526134957817,36.901584648593285
21,123,14193,-1216672.1263489008,532873.3012332,-85.72339366933706,37.54479681767069
21,125,58849,-4948485.0854973085,2182791.619619499,-84.08783642028425,37.09139695864839
21,127,15860,-1311330.7569938996,603932.8698056005,-82.68163663265446,38.07899557412361
21,129,7887,-660155.1903192004,296486.3184089001,-83.70168509182204,37.59177360325854
21,131,11310,-942986.4687887,419773.53635549976,-83.37634560465959,37.11525520384613
21,133,24519,-2030348.0299111009,910778.6194687,-82.80713038505243,37.14583055869733
21,135,13870,-1156023.721200199,534862.3154977,-83.34705992791629,38.56253175902668
21,137,24742,-2094902.5589863025,927159.9683118996,-84.66989568289961,37.47312134475385
21,139,9519,-841011.9180703006,353495.8041645997,-88.35086858601751,37.13581302285952
21,141,26835,-2331047.098437199,989124.4390440995,-86.86592503958259,36.859490927672795
21,143,8314,-732295.3881071003,308122.6995602998,-88.07979168957182,37.06070478233099
21,145,65565,-5812224.900465703,2429057.320992299,-88.64828644041339,37.048079325742385
21,147,18306,-1545870.0716953988,672118.7250494,-84.44608716789024,36.71576122852617
21,149,9531,-831287.5308922998,357538.6203699001,-87.21934014188436,37.51323264819013
21,151,82916,-6988779.233262816,3126443.973746001,-84.28746241090761,37.70616013490762
21,153,13333,-1107389.120766901,503051.6394972,-83.05626046402917,37.72981620769519
21,155,19820,-1690392.6869059987,744629.2296949,-85.2872193191725,37.569587774717455
21,157,31448,-2778095.9611303005,1160377.8199801992,-88.3393526179821,36.898302594129966
21,159,12929,-1066861.1877300995,489111.1162498,-82.5169145123443,37.830544995730534
21,161,17490,-1465461.5880533997,675400.812344,-83.7885413409605,38.61639864745569
21,163,28602,-2463572.3308757995,1084996.8131111,-86.13286941038388,37.93429875921614
21,165,6306,-527171.5136097999,239246.16586390013,-83.59840050900728,37.939449074516354
21,167,21331,-1809928.9840899985,805992.0298686995,-84.84970156532738,37.78500913546947
21,169,10099,-864894.4946934994,373570.25861470023,-85.64159765258931,36.99081677539362
21,171,10963,-939857.1249685006,402433.40330280014,-85.72992109536628,36.708328313673285
21,173,26499,-2223728.701537301,1007909.9666024006,-83.91745732055175,38.035773674568865
21,175,13923,-1159320.2707052995,527859.0861142001,-83.26655682721393,37.91274050953099
21,177,31499,-2745045.2773285,1172962.6184438006,-87.14706109173305,37.238090683634425
21,179,43437,-3712140.657471198,1642701.260406699,-85.46033698163313,37.81801828871007
21,181,7135,-599509.7652098002,273467.82493360026,-84.02379330200424,38.32765591220746
21,183,23842,-2071017.8422457015,893241.9348573005,-86.8642665147933,37.46505892363479
21,185,60316,-5154577.092173706,2314496.7578707,-85.45953133784909,38.372848959989064
21,187,10841,-919663.3267586994,417724.7081868,-84.8319644644128,38.53193507857209
21,189,4755,-397917.8900852997,178084.72315910002,-83.68409886126177,37.452097404647745
21,191,14877,-1255019.7668569994,575974.9315814001,-84.35973427821466,38.71579831830343
21,193,28712,-2388870.071159597,1069740.9546424008,-83.20110306351344,37.25762589309004
21,195,65024,-5359315.0421688985,2436027.0001672995,-82.42056843886716,37.46350578505321
21,197,12613,-1057992.8674476005,477430.9750674,-83.88114385535563,37.852293274193286
21,199,63063,-5336052.470856897,2339184.4979071976,-84.61463093821884,37.092819845348274
21,201,2282,-191799.47809920012,87904.52706480003,-84.0488510513585,38.52082693461876
21,203,17056,-1438646.1959455004,637580.7879335,-84.34839328948756,37.381612800979134
21,205,23333,-1946959.5877299013,891194.9930911997,-83.4423172215275,38.194616769862414
21,207,17565,-1494066.7684326004,650420.2905033003,-85.05930933291205,37.02933620855681
21,209,47173,-3989447.915596204,1803503.5600763,-84.57057883950998,38.23169101130519
21,211,42074,-3585977.719610199,1607795.375303801,-85.23025430456336,38.21351369738558
21,213,17327,-1500034.905623101,636477.6346084998,-86.57210744058986,36.733285312431455
21,215,17061,-1456172.1299573004,649336.9063708001,-85.35092491397342,38.0597213745267
21,217,24512,-2091938.0648972988,915533.0593344995,-85.34342627681539,37.35040222480824
21,219,12460,-1086156.1589450992,458674.5299981998,-87.17144132785708,36.81176003195825
21,221,14339,-1259483.2026979013,528349.8184860004,-87.8361951808286,36.847047805704754
21,223,8809,-751694.4242004995,340209.7357007,-85.3325490067544,38.62069879676467
21,225,15007,-1319519.4330926014,565063.3104981995,-87.92692963900853,37.653315819164355
21,227,113792,-9835561.186853703,4206935.336363896,-86.43455767412209,36.97039630522265
21,229,11717,-998181.2221861995,442183.8224099001,-85.19085279390625,37.738655151480756
