STATEFP10,COUNTYFP10,Total,LON*POP,LAT*POP,LON,LAT
5,53,17853,-1649844.0707424013,612521.6840463993,-92.41270770976314,34.309174034974475
5,55,42090,-3810113.0630168924,1518317.635175799,-90.52299983409105,36.073120341549036
5,57,22609,-2116736.420773499,761915.3268363009,-93.6236198316378,33.699647345583664
5,59,32923,-3058367.447145896,1131019.100383999,-92.8945553912431,34.35346415527136
5,61,13789,-1294928.3449167982,468594.3260870992,-93.91024330385076,33.98319864291096
5,63,36647,-3357141.457443496,1310122.9786205008,-91.60753833720351,35.74980158322648
5,65,13696,-1258777.9078849996,494702.5003677996,-91.9084336948744,36.12021760863023
5,67,17997,-1642157.3299902026,641072.9772161001,-91.2461704723122,35.621102251269654
5,69,77435,-7127209.311270095,2650869.046530994,-92.04118694737645,34.23347383652088
5,71,25540,-2387365.070836399,906038.4512023005,-93.47553135616285,35.475272169236504
5,73,7645,-715246.9096214002,254483.9297090001,-93.55747673268806,33.28762978534992
5,75,17415,-1585910.0492699018,628162.9639022996,-91.06575074762571,36.07022474316965
5,77,10424,-946233.3249576994,362601.07545519975,-90.77449395219679,34.78521445272446
5,79,14134,-1296740.3637007985,480208.01565090026,-91.74616978214223,33.97537962720392
5,81,13171,-1240656.1953446995,443869.5284101001,-94.19605157882464,33.700518442798575
5,83,22353,-2095995.7575438968,787441.0409287997,-93.7679845006888,35.22753281120206
5,85,68356,-6286744.200462312,2385978.3490751986,-91.97062731087706,34.90517802497511
5,87,15717,-1473551.8800072006,566775.6017496998,-93.75528917778206,36.06130952151809
5,89,16653,-1543123.0527848012,604246.951677101,-92.66336712813316,36.284570448393744
5,91,43462,-4084886.303476602,1451666.933220098,-93.98753631854498,33.4008313749965
5,93,46480,-4183152.0969293,1665977.0759077019,-89.99896938316047,35.84288029061321
5,95,8149,-743335.4710206005,283403.71543799987,-91.21799865266908,34.777729222972134
5,97,9487,-888198.5382635997,327462.90348409995,-93.6226982464003,34.51701312154528
5,99,8997,-839942.9324448005,303398.3457198997,-93.35811186448821,33.72216802488604
5,101,8330,-776109.9280015995,299754.55783679965,-93.17045954400957,35.98494091678267
5,103,26120,-2424950.2047568974,876964.9240245994,-92.8388286660374,33.574461103545154
5,105,10445,-969079.2822952992,365565.12359169975,-92.77925153617036,34.99905443673527
5,107,21757,-1973528.9106169024,751264.1622879001,-90.70776810299685,34.529767995950735
5,109,11291,-1057117.0948272995,386008.7814306994,-93.624753770906,34.187297974554895
5,111,24583,-2226187.141656797,875201.7681410998,-90.55799298933395,35.60191059435788
5,113,20662,-1947568.2804175988,713261.5429933006,-94.25845902708349,34.52045024650569
5,115,61754,-5749126.807787318,2180519.913935494,-93.09723755201796,35.30977611062433
5,117,8715,-797738.5346833002,303797.73220800026,-91.53626330273092,34.859177533907086
5,119,382748,-35332090.30332545,13309571.695967598,-92.31162619615374,34.77371977376132
5,121,17969,-1634970.702986398,652360.1966745,-90.98840797965374,36.304758009599865
5,123,28258,-2564986.9944768944,989462.7183110992,-90.77029494220731,35.015313125879366
5,125,107118,-9913361.632460017,3705557.945055402,-92.54617928322052,34.593233117266955
5,127,11233,-1056979.6029537998,392111.9594593002,-94.09593189297605,34.90714497100509
5,129,8195,-759342.0259039998,294387.5857778002,-92.65918558926174,35.92282925903602
5,131,125744,-11864508.10536211,4441051.154266307,-94.3544670549856,35.318195335493606
5,133,17058,-1608639.7438092006,580214.8514969003,-94.3041238016884,34.01423680952634
5,135,17264,-1580003.4103644004,624585.5080582004,-91.52012339923544,36.17849328418677
5,137,12394,-1141946.213773,444408.00398340006,-92.13701902315636,35.856705178586424
5,139,41639,-3857650.041015902,1382700.8676343982,-92.64511734229693,33.20687018502841
5,141,17295,-1598429.699592299,615145.7902676001,-92.42149173705113,35.56783985357618
5,143,203065,-19123074.361221746,7329483.980481312,-94.1721831000997,36.094275135948145
5,145,77076,-7073056.547953808,2716446.197507504,-91.76730172756508,35.24373602038901
5,147,7260,-662490.261636899,255792.96797099969,-91.25210215384286,35.23319118057847
5,149,22185,-2069624.802792199,779158.9919608993,-93.28937583016449,35.120982283565446
6,1,1510271,-184404896.76369375,56945072.58851785,-122.10053478064121,37.70520164163772
6,3,1175,-140820.80170900002,45505.75039709999,-119.84749081617024,38.728298210297865
6,5,38091,-4600465.545133397,1462473.7891565,-120.7756568515764,38.394208321033844
6,7,220000,-26775712.236086514,8727188.253504302,-121.70778289130232,39.66903751592865
6,9,45578,-5498240.821107593,1739421.8085874997,-120.63365705181431,38.163627376969146
6,11,21419,-2614951.460913898,838685.5413124,-122.08559974386749,39.15614834083758
6,13,1049025,-128012669.120807,39795380.28051259,-122.0301414368647,37.935588075129374
6,15,28610,-3552306.2430852004,1195647.147973901,-124.16309832524294,41.79123201586511
6,17,181058,-21861655.6297758,7015371.718206995,-120.74393636169512,38.74654374955536
6,19,930450,-111437969.00399108,34183726.98964667,-119.76782095114308,36.73891879160264
6,21,28122,-3435875.007904001,1115414.648356,-122.17747698968785,39.663418261716814
6,23,134623,-16704994.434334213,5486288.699884509,-124.08722457777806,40.75298203044434
6,25,174528,-20164020.36378552,5731691.7963445,-115.53458679286716,32.84110169339304
6,27,18546,-2193416.486787202,689173.9563390997,-118.26897912149259,37.16024783452495
6,29,839631,-99862526.68199997,29700240.7242284,-118.93620731249793,35.37296827323956
6,31,152982,-18316378.31953476,5544488.311819596,-119.7289767393207,36.24274955105565
6,33,64665,-7936642.282629884,2520212.4831896005,-122.73474495677543,38.97336245557258
6,35,34895,-4207625.580612501,1409492.6922877012,-120.57961256949423,40.39239697056029
6,37,9818605,-1160993993.2894983,334472677.62857723,-118.24429165747051,34.06519333740152
6,39,150865,-18104790.779797707,5588507.169189096,-120.00656732706528,37.04309925555362
6,41,252409,-30931992.65273913,9588186.358604813,-122.54710669088315,37.986705539837374
6,43,18251,-2189340.3146026973,685192.6952495001,-119.95727985330652,37.54274808226947
6,45,87841,-10839358.907279598,3450862.5880007963,-123.39748986554797,39.285329037702155
6,47,255793,-30854747.82235688,9536223.117995717,-120.6238944082007,37.281016751809936
6,49,9686,-1168626.667847299,402187.74855460046,-120.65111169185414,41.52258399283507
6,51,14202,-1689632.2108965996,536314.7065399999,-118.9714273268976,37.763322527812974
6,53,415057,-50490204.05749073,15195951.62802302,-121.6464342427443,36.61172231289442
6,55,136484,-16694962.04243208,5231305.5449648,-122.32175231112862,38.329075532405255
6,57,98764,-11942174.525274394,3873477.112903995,-120.91627035432337,39.21952445125749
6,59,3010232,-354794896.3805697,101547027.19980791,-117.86297414304602,33.73395379485963
6,61,348432,-42223733.44452857,13534670.799089296,-121.18213437493851,38.8445114085081
6,63,20007,-2417375.1997541045,799957.0353638005,-120.8264707229522,39.983857418093685
6,65,2189641,-256333643.93224907,74010828.17329589,-117.06651635233773,33.800439511908976
6,67,1418788,-172213647.78609505,54721164.16371825,-121.3808178431838,38.568950515311826
6,69,55269,-6709871.182308407,2036298.1469325996,-121.40388250752513,36.84340492740233
6,71,2035210,-238846554.3945384,69584335.11358115,-117.35720362740864,34.19024823658549
6,73,3095313,-362501811.49442613,101783984.54631494,-117.11313572954529,32.883260770821856
6,75,805235,-98591622.21504945,30405350.34805486,-122.43832199922932,37.75959856197863
6,77,685306,-83126301.20674571,25994893.386009995,-121.2980788242708,37.931804750009476
6,79,269637,-32536508.21485139,9529616.41599521,-120.66781715733148,35.34239149669819
6,81,718451,-87896080.88939783,26987857.98178194,-122.34109339314419,37.56395075207905
6,83,423895,-50907015.96242618,14683410.07129817,-120.09345701748352,34.63926224960939
6,85,1781642,-217200897.3170534,66482159.02682543,-121.91051699334288,37.31510540659988
6,87,262382,-31994019.799384426,9704243.306807412,-121.93679368014736,36.98517164594908
6,89,177223,-21674334.8953152,7191757.090473723,-122.29978555444382,40.580269437227244
6,91,3240,-390141.54758539976,128344.78721650006,-120.41405789672834,39.6125886470679
6,93,44900,-5499797.737481612,1866771.554062601,-122.48992733812052,41.576203876672615
6,95,413344,-50456553.8625829,15804448.557479165,-122.0691575602474,38.23558236596918
6,97,483878,-59381828.57608877,18587728.18897725,-122.7206621836264,38.414079972590706
6,99,514453,-62225958.490302294,19353283.429188367,-120.95557512601208,37.6191477728546
6,101,94737,-11524214.8624748,3707578.9706349936,-121.64428747453266,39.135490575329534
6,103,63463,-7756368.817909403,2545830.132891404,-122.21875451695324,40.11518732003535
6,105,13786,-1696672.928662101,560831.971649,-123.07216949529241,40.68126879798345
6,107,442179,-52721754.67370597,16029531.448092055,-119.23170180787865,36.25122732669813
6,109,55365,-6661987.818842698,2102293.8399771973,-120.32850751996205,37.97153147254036
6,111,823318,-97995438.90339826,28192046.30607524,-119.02501694776292,34.24198949382285
6,113,200849,-24447573.21342887,7752553.147188912,-121.72115974403093,38.59891334877899
6,115,72155,-8767303.218658095,2824062.3093333975,-121.50652371503145,39.13883042524285
11,1,601723,-46341383.11703323,23413204.452609085,-77.01447861729272,38.91027009539121
44,1,49875,-3555285.935985698,2080391.9379333018,-71.28392854106663,41.7121190563068
44,3,166158,-11878298.9869863,6928639.894498219,-71.48797522229624,41.69910503555784
44,5,82888,-5907147.7770580165,3443852.6139237974,-71.26662215348442,41.54826529683184
44,7,626667,-44775708.49318613,26230119.37283542,-71.4505606537222,41.856551203167584
44,9,126979,-9090351.920925494,5265467.423688202,-71.58941179978969,41.467230200963954
8,1,441603,-46336287.70690559,17608609.185632065,-104.92747491956709,39.87429701707657
8,3,15445,-1635274.0046341002,578926.001005399,-105.87724212587246,37.4830690194496
8,5,572003,-59972199.12323313,22678505.303073496,-104.84595207233723,39.647528602251214
8,7,12084,-1294015.1272636007,450009.21700110036,-107.08499894601131,37.24008747112714
8,9,3788,-388372.6620556,141550.8219605999,-102.52710191541708,37.36822121451951
8,11,6499,-670456.7489939,247432.4387455,-103.16306339342975,38.07238632797353
8,13,294567,-30983717.016794574,11801325.803520175,-105.1839378368744,40.063299023720155
8,14,55889,-5871446.198944388,2232032.7851866,-105.05548853878916,39.93688892602479
8,15,17809,-1889228.2871360984,688789.7410693999,-106.08278326329938,38.676497336706156
8,17,1836,-188112.42488800004,71267.63710440001,-102.45774776034858,38.816795808496735
8,19,9088,-959053.8829829001,360911.3606758,-105.52969663104095,39.71295782084067
8,21,8256,-875045.3773333004,307087.3060023999,-105.98902341730869,37.19565237432169
8,23,3524,-371600.42398850026,131380.9906223999,-105.4484744575767,37.28177940476728
8,25,5823,-604761.6568262004,222371.9123977997,-103.85740285526369,38.18854755242997
8,27,4255,-448398.5227731004,162261.0890355999,-105.38155646841372,38.134215989565185
8,29,30952,-3340045.0860241973,1200893.1900213994,-107.91047706203793,38.79856519841688
8,31,600158,-62989613.97508966,23839134.436061773,-104.95505179484344,39.72143075000546
8,33,2064,-224475.48959739992,77897.04650429996,-108.75750464990308,37.74081710479649
8,35,285465,-29939492.41702568,11271662.796278378,-104.87973102490909,39.48527068564754
8,37,52197,-5570338.164225503,2066972.6962447,-106.71759227973835,39.599453919663965
8,39,23086,-2412932.0303685004,909192.8896257995,-104.51927706698866,39.38286795572206
8,41,622263,-65187328.53368842,24189646.06314843,-104.7584840070652,38.87366927352009
8,43,46824,-4926191.004671603,1799261.7679932974,-105.20653948128314,38.426058602282964
8,45,56389,-6064039.721783296,2227791.8897100003,-107.5394087815584,39.507561576016606
8,47,5441,-573917.778792,216862.04727970003,-105.48020194670096,39.857020268277886
8,49,14843,-1572993.5860934006,594467.9229554004,-105.97544877001957,40.050388934541566
8,51,15324,-1638821.7593631006,592393.4582297996,-106.94477677911124,38.657886859162076
8,53,843,-90451.00597819996,32031.365861000013,-107.2965669966785,37.99687527995257
8,55,6711,-703877.8342896998,252443.07178310017,-104.88419524507522,37.616312290731656
8,57,1394,-148170.06635399995,56725.83459199997,-106.29129580631272,40.692851213773295
8,59,534543,-56195859.98877169,21232328.2096887,-105.12879223705427,39.72052427903593
8,61,1398,-143547.48835179998,53781.97954430001,-102.68060683247495,38.47065775701002
8,63,8270,-847143.534371601,325091.745296,-102.43573571603396,39.30976363917775
8,65,7310,-777111.9027219992,286887.31084629986,-106.30805782790685,39.24587015681257
8,67,51334,-5534123.3662840985,1912971.7128056963,-107.8061979640024,37.26519875337392
8,69,299630,-31490870.36283588,12136377.292348584,-105.09919021071279,40.50454658194636
8,71,15507,-1620529.7762311003,576807.7020000999,-104.50311318959828,37.196601663771204
8,73,5467,-566455.6394117001,214160.06319189997,-103.61361613530272,39.17323270384122
8,75,22709,-2343288.5927061,922880.1270614009,-103.18766095847904,40.63939966803475
8,77,146723,-15925868.976642504,5735820.451960787,-108.5437796163008,39.0928515090394
8,79,712,-76138.14261030003,26912.6199365,-106.93559355379215,37.798623506320226
8,81,13795,-1484696.4847451018,558907.7323503002,-107.62569661073591,40.51523974993115
8,83,25535,-2772005.6736441995,954263.8317033005,-108.55710490088896,37.37081776789898
8,85,41276,-4455103.113517298,1588265.074635998,-107.93446829918837,38.47914222880119
8,87,28159,-2922383.364478601,1133569.3702400995,-103.78150376357829,40.25602365993465
8,89,18831,-1951974.7651190981,716031.7595977,-103.65752031857565,38.02409641536296
8,91,4436,-477962.5413965998,169188.3067182001,-107.74628976478806,38.139834697520314
8,93,16206,-1711724.9446740968,637085.7076474003,-105.62291402407116,39.3117183541528
8,95,4442,-454804.85519129975,180343.0552041,-102.38740549106255,40.59951715535795
8,97,17148,-1833255.2792784004,672759.6464531,-106.90781894555636,39.2325429468801
8,99,12551,-1287068.281389702,477989.42744460003,-102.54707046368435,38.08377240415903
8,101,159063,-16645168.169671996,6086336.556661602,-104.64512909772854,38.26368518550262
8,103,6666,-721796.7087510001,266980.1866457,-108.28033434608463,40.05103310016502
8,105,11982,-1272954.2307309005,450722.8025269007,-106.23887754389088,37.61665853170595
8,107,23509,-2513101.7340163947,951012.7052539998,-106.89955906318407,40.453133066229945
8,109,6108,-647566.7649971999,231586.66657950004,-106.01944417111984,37.915302321463656
8,111,699,-75264.10736399997,26425.4479873,-107.67397333905576,37.804646619885546
8,113,7359,-794479.0084972995,279452.1527269001,-107.9601859623997,37.97420202838703
8,115,2379,-243437.47231460022,97444.4257488,-102.32764704270711,40.960246216393436
8,117,27994,-2968892.301130601,1107810.2541009008,-106.05459388192476,39.57313188900839
8,119,23350,-2455030.262797699,909331.9095732999,-105.14048234679652,38.94355073119058
8,121,4814,-496596.9839858997,193005.42186010012,-103.15683090691726,40.09252635232658
8,123,252825,-26493120.23008038,10195947.538574357,-104.78837231318256,40.32808281844896
8,125,10043,-1029277.1983985999,402417.7175554995,-102.48702562965246,40.06947302155726
9,1,916829,-67262645.63669705,37780587.91786323,-73.36443942839621,41.20788927691339
9,3,894014,-65010200.0657689,37335761.74913428,-72.7172058443927,41.76194304466628
9,5,189927,-13900265.32182945,7925245.664790702,-73.1874105410471,41.72785156818516
9,7,165676,-12023361.429284805,6872002.696390977,-72.57153377245228,41.478564767322844
9,9,862477,-62910385.815356,35703143.06738828,-72.94152286421087,41.39605237865854
9,11,274055,-19758732.597338654,11357763.68043601,-72.0976905998382,41.44337333905971
9,13,152691,-11050571.676967787,6389013.228176005,-72.37212197816365,41.842762364356815
9,15,118428,-8526224.102647195,4950790.855259092,-71.99500204890056,41.80422581871763
10,1,162310,-12263923.089456098,6350089.869365384,-75.55864142354814,39.12322019201147
10,3,538479,-40727487.68763617,21369550.21793156,-75.63431013583848,39.6850206190614
10,5,197145,-14854221.463385705,7622096.427903992,-75.34668119092903,38.662387724284116
12,1,247336,-20377236.27200664,7337445.828040771,-82.38685946245852,29.66590317641092
12,3,27115,-2228459.1288328,821270.8514674999,-82.1854740487848,30.28843265600221
12,5,168852,-14463897.165929228,5100499.737374995,-85.66020636965644,30.206925220755423
12,7,28520,-2342296.3533941004,854271.7978309,-82.1282031344355,29.95342909645512
12,9,543376,-43845612.61621669,15340697.272319807,-80.6911100531063,28.232195150908044
12,11,1748066,-140242284.10977384,45684059.24989458,-80.227110480825,26.13405858239596
12,13,14625,-1244912.1536754004,445523.4758269007,-85.12219854190772,30.463143646283807
12,15,159978,-13137383.655298395,4312173.865399103,-82.11993933727385,26.954792942774024
12,17,141236,-11645406.371958716,4076579.1485480038,-82.4535272307253,28.863598151661076
12,19,190865,-15612636.114826813,5742056.384562887,-81.79936664567528,30.08438626549073
12,21,321520,-26268050.84287853,8423769.800670594,-81.69958585120219,26.199831427813486
12,23,67531,-5582150.123133697,2034442.3976292,-82.66055771621474,30.12605170409441
12,27,34862,-2853945.3430902963,947875.7887960993,-81.8640738652486,27.1893691927055
12,29,16422,-1363950.6990939984,486652.4972997999,-83.05630855523069,29.63417959443429
12,31,864263,-70543609.98284245,26187429.96925477,-81.62285089474204,30.300302071539296
12,33,297619,-25974638.199517883,9073008.903349994,-87.27479831434782,30.48531479290635
12,35,95696,-7772882.4164101025,2825280.293069295,-81.22473683759094,29.5234941175106
12,37,11549,-979617.6950364,344007.6127776001,-84.82272881084077,29.78678784116375
12,39,46389,-3923647.377993402,1419423.644520301,-84.58141753418703,30.59828072431613
12,41,16939,-1402689.1192225004,503166.8858808007,-82.80826018197652,29.70463934593545
12,43,12884,-1045991.0468123001,346528.4443734,-81.1852721835067,26.896029522927666
12,45,15863,-1352470.471210299,475708.8318184996,-85.25943839187411,29.988579198039442
12,47,14799,-1228276.7347493013,451392.2002904,-82.99727919111436,30.50153390704777
12,49,27731,-2268823.9837403977,763942.2586374987,-81.81544061665277,27.54831266948537
12,51,39140,-3178268.9907766045,1045249.0672247994,-81.20258024467563,26.705392621992825
12,53,172778,-14253656.853170985,4925011.024596187,-82.49694320556426,28.50485029689073
12,55,98786,-8045390.41236608,2712704.602985289,-81.44261750011215,27.460415473703648
12,57,1229226,-101289831.82407844,34389476.82943205,-82.40130929876072,27.976528994206163
12,59,19927,-1708910.5033987004,614701.8180269001,-85.75854385500578,30.847684951417676
12,61,138028,-11103056.164750038,3819487.044971703,-80.44060744740224,27.671827781114725
12,63,49746,-4239164.849262004,1532188.7377610975,-85.21619525714638,30.800239974291355
12,65,14761,-1238245.0683932009,450270.0055772995,-83.88625895218489,30.5040312700562
12,67,8870,-737803.0267582,266680.25926729984,-83.1795971542503,30.065418181206297
12,69,297052,-24284599.992913514,8535993.96235912,-81.7520164581067,28.735689247536182
12,71,618754,-50650063.12120678,16443382.923746455,-81.85815868860126,26.574992523274933
12,73,275487,-23215389.336642064,8393015.394943599,-84.27036243685569,30.46610328234581
12,75,40801,-3372870.8669004086,1198733.2033320002,-82.66637746379767,29.379995670008093
12,77,8365,-710231.6617472002,254294.29292720012,-84.90515980241484,30.399795926742396
12,79,19224,-1603868.9437057981,585805.8579152996,-83.43055262722629,30.472630977699733
