COUNTYPAIR_ID,STATE_FIPS1,GEOID10_FIPS1,STATE_FIPS2,GEOID10_FIPS2,distance_FIPS1,distance_FIPS2
24031-11001,24,24031,11,11001,0.12180549968240563,0.0568573009931784
24031-51059,24,24031,51,51059,0.12372149581973418,0.1330768886080372
24031-51107,24,24031,51,51107,0.20736835136849002,0.05602620909997248
24033-11001,24,24033,11,11001,0.02501930649568191,0.051068204402266955
24033-51059,24,24033,51,51059,0.1951912059122641,0.2206809713727068
24039-51001,24,24039,51,51001,0.18234897032092437,0.16198482561287145
24043-51107,24,24043,51,51107,0.2964983146978566,0.3228690167056
24043-54003,24,24043,54,54003,0.10151197388588279,0.13133085295405342
24043-54037,24,24043,54,54037,0.12499727714868214,0.09026619296054765
24043-54065,24,24043,54,54065,0.2907143098603284,0.05643422422565856
24047-51001,24,24047,51,51001,0.2747900640430108,0.21071958745349037
25003-09005,25,25003,09,09005,0.4160342621985732,0.3157992303724693
25003-36021,25,25003,36,36021,0.1447130822088149,0.22646267709842838
25005-44001,25,25005,44,44001,0.14235812202820608,0.04338072884691241
25005-44005,25,25005,44,44005,0.13501645287948455,0.13847079245826635
25005-44007,25,25005,44,44007,0.20997971025132584,0.07800545265376062
25013-09003,25,25013,09,09003,0.09546343426503164,0.24608835732174505
25013-09005,25,25013,09,09005,0.44207628346959743,0.3396290079588909
25013-09013,25,25013,09,09013,0.11313154467270208,0.18997520628421594
25021-44007,25,25021,44,44007,0.2975486137462126,0.14592970653786777
25027-09013,25,25027,09,09013,0.4045111223760202,0.3017256584357016
25027-09015,25,25027,09,09015,0.28015904514672496,0.22271028654677794
25027-44007,25,25027,44,44007,0.2953593030226165,0.1675781315519983
26021-18091,26,26021,18,18091,0.2559877292302031,0.12841304915495833
26021-18141,26,26021,18,18141,0.22772294645861385,0.08499416461305961
26023-18087,26,26023,18,18087,0.23699726233640725,0.21169890519825343
26023-18151,26,26023,18,18151,0.17006393054270905,0.11020816002522692
26027-18039,26,26027,18,18039,0.13152542836586154,0.12194982644789748
26027-18141,26,26027,18,18141,0.13328796425788342,0.08504467861325668
26043-55037,26,26043,55,55037,0.06834373739097671,0.10690862902113722
26043-55075,26,26043,55,55075,0.04106075701695126,0.5015292189027226
26053-55125,26,26053,55,55125,0.14502117704035442,0.2281959764121262
26059-18151,26,26059,18,18151,0.25568978470606646,0.20989928517011333
26071-55037,26,26071,55,55037,0.07683798270493769,0.0949618128264659
26071-55041,26,26071,55,55041,0.17103193671574385,0.45487858548832133
26071-55125,26,26071,55,55125,0.39903429562516773,0.520970299797345
26109-55075,26,26109,55,55075,0.06567650228688965,0.10728441336963056
26149-18039,26,26149,18,18039,0.1849277936080744,0.1675089482357932
26149-18087,26,26149,18,18087,0.12868585657687695,0.12709904823678725
27011-46051,27,27011,46,46051,0.07833722462774537,0.20958921837002048
27017-55031,27,27017,55,55031,0.24429754356182648,0.2739171213128735
27025-55095,27,27025,55,55095,0.12617814787252218,0.16829177159920541
27037-55093,27,27037,55,55093,0.3503065334415503,0.19602260254510967
27043-19109,27,27043,19,19109,0.18081741540236632,0.3531190019675656
27043-19189,27,27043,19,19189,0.18038815057808055,0.15679231009909728
27045-19089,27,27045,19,19089,0.19191822952101303,0.13897116964165407
27045-19191,27,27045,19,19191,0.19203942184057507,0.21938337786747325
27047-19189,27,27047,19,19189,0.211963663671706,0.15788832413385367
27047-19195,27,27047,19,19195,0.16307688560554112,0.13284190080358949
27049-55091,27,27049,55,55091,0.36306164243579975,0.28737423893699876
27055-19005,27,27055,19,19005,0.2182488904737601,0.24373582523995135
27055-19191,27,27055,19,19191,0.2772182547966967,0.23509242483825152
27055-55123,27,27055,55,55123,0.17171828980678522,0.3919166787174855
27063-19059,27,27063,19,19059,0.16507338268426736,0.11099028916614065
27063-19063,27,27063,19,19063,0.2578564186369274,0.14577507575736515
27063-19143,27,27063,19,19143,0.3212292392240984,0.25318367823455196
27073-46039,27,27073,46,46039,0.31860895323238,0.21847912529055488
27081-46011,27,27081,46,46011,0.19859578780794285,0.3344244529962021
27089-38035,27,27089,38,38035,0.6181715996272973,0.26680421427196194
27089-38099,27,27089,38,38099,0.5804827921845793,0.391864577132529
27091-19063,27,27091,19,19063,0.16479790970761346,0.10659097590574727
27091-19109,27,27091,19,19109,0.17858220741691425,0.3541784718273943
27099-19089,27,27099,19,19089,0.38242816860924805,0.2584144243849634
27099-19131,27,27099,19,19131,0.1652563900084351,0.16371042725014284
27099-19195,27,27099,19,19195,0.20799157958562256,0.24282556986257403
27105-19119,27,27105,19,19119,0.2366992010271634,0.20135331419760197
27105-19143,27,27105,19,19143,0.1364413256088438,0.11352368267143244
27107-38017,27,27107,38,38017,0.35854477630868287,0.290750269226807
27115-55013,27,27115,55,55013,0.22715654152042214,0.15124995440902528
27119-38097,27,27119,38,38097,0.34858369271837536,0.357576503615455
27133-19119,27,27133,19,19119,0.14784858599470677,0.11500353268413015
27155-46109,27,27155,46,46109,0.07567732400711279,0.09571031170381344
27163-55093,27,27163,55,55093,0.1973667213381794,0.2303429172631735
27163-55109,27,27163,55,55109,0.13728511492847523,0.18237778183955947
27169-55063,27,27169,55,55063,0.2919090015167294,0.07654158592147509
28005-22037,28,28005,22,22037,0.18084582338061936,0.17450824599855422
28005-22091,28,28005,22,22091,0.1806199995053068,0.2110846192996454
28005-22105,28,28005,22,22105,0.30855890735860453,0.43790147047096095
28011-05017,28,28011,05,05017,0.5019933461666046,0.23162719001765186
28041-01097,28,28041,01,01097,0.20951057797568887,0.40463964104130806
28055-22035,28,28055,22,22035,0.06651666938218467,0.03149219474714019
28057-01093,28,28057,01,01093,0.2235224682995574,0.3234774902197486
28075-01023,28,28075,01,01023,0.2855756287562705,0.26934424192553796
28087-01107,28,28087,01,01107,0.11483328440361566,0.23574909371057665
28091-22117,28,28091,22,22117,0.2423922283817678,0.23085975786876448
28095-01075,28,28095,01,01075,0.27106828401298405,0.1357707164258693
28103-01119,28,28103,01,01119,0.25183042175142306,0.3729216778266914
28109-22103,28,28109,22,22103,0.17148012700064535,0.22012388123399773
28109-22117,28,28109,22,22117,0.2082640710993952,0.17364319004769901
28113-22105,28,28113,22,22105,0.21598263316518193,0.427943086569987
28113-22117,28,28113,22,22117,0.23320784943116837,0.3106369928870187
28141-01033,28,28141,01,01033,0.10870697116625327,0.43033192108145957
28141-01059,28,28141,01,01059,0.16707723608594535,0.35988426020179926
28143-05107,28,28143,05,05107,0.24495114668438353,0.13850783918672604
28147-22117,28,28147,22,22117,0.15057877709789677,0.1654707492945246
28149-22065,28,28149,22,22065,0.04757914815103354,0.11525028376826883
28149-22107,28,28149,22,22107,0.2766976154107909,0.21457160834975741
28153-01129,28,28153,01,01129,0.19754061933890274,0.2644602382181423
28157-22037,28,28157,22,22037,0.13731356812200637,0.1720575353432771
28157-22125,28,28157,22,22125,0.12214062432789477,0.10541595507652757
29003-20043,29,29003,20,20043,0.11195746798992054,0.13642701520800832
29005-31127,29,29005,31,31127,0.17387297731830176,0.15690849628837922
29009-05007,29,29009,05,05007,0.23636329995947092,0.22266236610854
29009-05015,29,29009,05,05015,0.23631425255275543,0.12653798337721786
29013-20107,29,29013,20,20107,0.250351406010801,0.1891182444948699
29021-20005,29,29021,20,20005,0.2680514837626742,0.06787183290438835
29023-05021,29,29023,05,05021,0.2554057004054336,0.12763916728495445
29031-17003,29,29031,17,17003,0.1037921818007756,0.22364564755937522
29037-20121,29,29037,20,20121,0.18570463651710425,0.22444941257523054
29047-20209,29,29047,20,20209,0.13676429160269413,0.10015907224099847
29069-05021,29,29069,05,05021,0.01702565217688822,0.1979709525994658
29069-05031,29,29069,05,05031,0.4024355206992033,0.3326842866736407
29069-05055,29,29069,05,05055,0.18141757149676685,0.1644791956939136
29069-05093,29,29069,05,05093,0.3282590703928318,0.15616090639760816
29087-20043,29,29087,20,20043,0.14126459704082855,0.07288986149070206
29087-31147,29,29087,31,31147,0.13954976712888148,0.20220508900696244
29091-05049,29,29091,05,05049,0.29437054554494185,0.1223549263955965
29095-20091,29,29095,20,20091,0.16163898253425693,0.1290800928087274
29095-20209,29,29095,20,20209,0.16473530749671078,0.10072745516127048
29097-20021,29,29097,20,20021,0.17445225121838928,0.1370123774728898
29111-17001,29,29111,17,17001,0.14399932699880091,0.10660212238954875
29119-05007,29,29119,05,05007,0.11867774511813699,0.1617502449089603
29119-40041,29,29119,40,40041,0.2196245582105534,0.1807734458626577
29127-17149,29,29127,17,17149,0.08579473156895946,0.45201448890845136
29133-21039,29,29133,21,21039,0.18809428893529317,0.17260832312235683
29133-21075,29,29133,21,21075,0.22794149152566956,0.1792175186170576
29133-21105,29,29133,21,21105,0.20455218419187765,0.18443240869592703
29143-21075,29,29143,21,21075,0.0996064692960085,0.30729422600328615
29143-47095,29,29143,47,47095,0.16056484862670614,0.04431099559831714
29145-40115,29,29145,40,40115,0.20657649972093797,0.21878322456090657
29149-05049,29,29149,05,05049,0.12010159503046465,0.15368070636894704
29149-05121,29,29149,05,05121,0.13405306695109226,0.2372944556301804
29149-05135,29,29149,05,05135,0.12137672432014521,0.3267690619985664
29153-05005,29,29153,05,05005,0.12503577048968295,0.16521576300361346
29153-05049,29,29153,05,05049,0.30094518664337866,0.37584263104433563
29153-05089,29,29153,05,05089,0.16275599442185862,0.21352847591447516
29155-05093,29,29155,05,05093,0.18095968240174024,0.16118908205572555
29155-47045,29,29155,47,47045,0.11791299251917761,0.24421907932426554
29163-17013,29,29163,17,17013,0.22233393653048747,0.13088823525991167
29165-20103,29,29165,20,20103,0.10969141308188865,0.08520669915807029
29165-20209,29,29165,20,20209,0.0779825964785539,0.066454915405575
29181-05021,29,29181,05,05021,0.12888910288785466,0.2405128884741745
29181-05121,29,29181,05,05121,0.12862060466072237,0.1935836947780652
29189-17133,29,29189,17,17133,0.17553096067439222,0.1400361323486556
29189-17163,29,29189,17,17163,0.17281295337376756,0.257360783566458
29209-05015,29,29209,05,05015,0.21899976800636686,0.12582290770807883
29213-05009,29,29213,05,05009,0.1585384575190775,0.23019940986263887
29213-05015,29,29213,05,05015,0.19072645242359848,0.2845118517816816
29213-05089,29,29213,05,05089,0.3715873791920098,0.2393402390219772
29217-20011,29,29217,20,20011,0.27602559794479825,0.13303670402749507
29217-20037,29,29217,20,20037,0.3215150818478027,0.24202101599783812
29510-17163,29,29510,17,17163,0.05643419891072074,0.19405589498020717
30001-16033,30,30001,16,16033,0.7170718460858104,0.28334542496407095
30001-16043,30,30001,16,16043,1.2703028952119897,0.5313024554114142
30001-16059,30,30001,16,16059,0.6246034022193955,0.2172431950529917
30003-56003,30,30003,56,56003,0.6970754831621451,0.3699832725355735
30003-56033,30,30003,56,56033,0.5643262342974702,0.2151996273153891
30009-56003,30,30009,56,56003,0.5634252994641177,0.3699832725355735
30009-56029,30,30009,56,56029,0.3161794358829466,0.38453786000957835
30011-46019,30,30011,46,46019,0.6717721083359222,0.42871374109630006
30011-46063,30,30011,46,46063,0.481103969295696,0.5169971392483104
30011-56011,30,30011,56,56011,0.6804894858379907,0.5663920878885628
30025-38011,30,30025,38,38011,0.275391306951935,0.6485985969989039
30025-38087,30,30025,38,38087,0.26395820647341667,0.6021993841824096
30025-46063,30,30025,46,46063,0.4906572623881772,0.5845953230117225
30031-16043,30,30031,16,16043,0.9638677441097122,0.6823422793467041
30053-16017,30,30053,16,16017,0.6140263831097659,0.5808674564491199
30057-16043,30,30057,16,16043,0.8691431655086499,0.7087997848240513
30061-16035,30,30061,16,16035,0.2594919476224925,1.2931722400114547
30063-16035,30,30063,16,16035,0.6245126182908691,1.5311193871140019
30063-16049,30,30063,16,16049,0.38032512097654597,1.649128949436711
30067-56029,30,30067,56,56029,0.6048537129942744,0.9116383042002082
30075-56005,30,30075,56,56005,0.4403833403901416,0.7458984418870227
30075-56011,30,30075,56,56011,0.6357479969257861,0.7023692677538907
30075-56033,30,30075,56,56033,0.6631140928668887,0.7419670390551637
30081-16059,30,30081,16,16059,0.659430172711582,0.5096486021166454
30089-16079,30,30089,16,16079,0.4766037833073969,0.3317886674677607
30091-38023,30,30091,38,38023,0.44938012655125,0.6998792566969296
30091-38105,30,30091,38,38105,0.4631927119124704,0.5192122173373157
30109-38033,30,30109,38,38033,0.1504382725531065,0.08352066802265341
31007-56021,31,31007,56,56021,0.3504878055567634,0.7598040380898033
31021-19085,31,31021,19,19085,0.20461011314331365,0.26903978420411334
31025-19071,31,31025,19,19071,0.22983959421918845,0.21380552500330105
31029-08125,31,31029,08,08125,0.43581976080460444,0.51755398424804
31033-08075,31,31033,08,08075,0.16397362171189472,0.36268363401961684
31033-08115,31,31033,08,08115,0.3677288835540798,0.29642690297736474
31049-08115,31,31049,08,08115,0.08658389158476955,0.041955443051783683
31057-20023,31,31057,20,20023,0.0904883551251135,0.23471968804384916
31057-20153,31,31057,20,20153,0.2110081845290357,0.3344452685663945
31061-20147,31,31061,20,20147,0.22082278325199156,0.2982694720807125
31061-20183,31,31061,20,20183,0.18534138322192947,0.23168720158237338
31065-20039,31,31065,20,20039,0.35255494319034464,0.35681894874076925
31065-20137,31,31065,20,20137,0.24638052311846725,0.1810709652690672
31067-20117,31,31067,20,20117,0.2729451737089042,0.2010526019774985
31067-20201,31,31067,20,20201,0.28795931941267267,0.2590449551532888
31083-20147,31,31083,20,20147,0.14352220328066742,0.24486601772457445
31087-20153,31,31087,20,20153,0.2096713366995369,0.194505659987166
31095-20201,31,31095,20,20201,0.1622320150667807,0.21931756970532157
31105-08075,31,31105,08,08075,0.24671265766246417,0.4118506398595984
31105-08123,31,31105,08,08123,0.2313835355774276,0.9968803300288978
31129-20089,31,31129,20,20089,0.11269566967974727,0.22690284787098694
31129-20157,31,31129,20,20157,0.17170057209458311,0.24526232065359976
31131-29005,31,31131,29,29005,0.27209807248335033,0.29100200062476106
31133-20117,31,31133,20,20117,0.14492960385613007,0.22906807546183375
31133-20131,31,31133,20,20131,0.13408694114496647,0.17738281421004196
31135-08095,31,31135,08,08095,0.3913131923620582,0.34995666970961603
31135-08115,31,31135,08,08115,0.3789950869168885,0.2760817215086188
31145-20039,31,31145,20,20039,0.20343675318312332,0.19740981871722058
31145-20153,31,31145,20,20153,0.25329884698317073,0.35325749910277876
31147-20013,31,31147,20,20013,0.09960475249354818,0.19891887311719275
31147-20043,31,31147,20,20043,0.3482925543860191,0.3147386207610163
31147-20131,31,31147,20,20131,0.15173682547164208,0.1705526365353607
31153-19129,31,31153,19,19129,0.15056908005476977,0.17158203965355967
31165-56015,31,31165,56,56015,0.22787958604342368,0.16769404577427893
31169-20157,31,31169,20,20157,0.17715268553489694,0.18391803698606687
31173-19133,31,31173,19,19133,0.1639655089533376,0.2844746250778399
31177-19155,31,31177,19,19155,0.13963481039176215,0.18155056087375673
31181-20089,31,31181,20,20089,0.19786608858872387,0.23857488262966484
31181-20183,31,31181,20,20183,0.19891199833322862,0.24622133454503456
32003-06071,32,32003,06,06071,0.5705838216495267,2.3539747715998574
32005-06003,32,32005,06,06003,0.10351093360149545,0.13668123055293085
32005-06017,32,32005,06,06017,0.15019541690488902,0.7848298816601811
32005-06051,32,32005,06,06051,0.2974499644307283,0.8500548264504467
32007-49045,32,32007,49,49045,1.4758189745763983,1.6655584226743019
32009-06027,32,32009,06,06027,0.28898307066270273,0.5321159634959801
32017-04015,32,32017,04,04015,0.909808116444387,1.7844576215139494
32017-49001,32,32017,49,49001,0.750099402407982,1.2731334814341804
32017-49021,32,32017,49,49021,0.5916040075846583,0.9777551610714298
32017-49053,32,32017,49,49053,0.5973942276046097,0.5321624729585263
32019-06051,32,32019,06,06051,0.8139950008538936,0.6773341807445974
32021-06051,32,32021,06,06051,0.4417000709721629,0.42508677948115003
32023-06027,32,32023,06,06027,0.20195543218306222,1.119077065561375
32031-06035,32,32031,06,06035,0.27781768157051173,0.5839139365859717
32031-06057,32,32031,06,06057,0.227109440713521,0.9150998136299869
32031-06061,32,32031,06,06061,0.30404783585289546,1.2208196803495854
32031-06091,32,32031,06,06091,0.20626804827592968,0.4131382773964699
32033-49023,32,32033,49,49023,0.8580789531800733,2.152409571003015
32033-49027,32,32033,49,49027,0.8141151506442188,1.553391780482825
33003-23031,33,33003,23,23031,0.17827538249307018,0.3340058479429354
33005-25011,33,33005,25,25011,0.1778652002683668,0.17923363652981456
33005-25027,33,33005,25,25027,0.1771863255470767,0.42675667675204715
33007-50009,33,33007,50,50009,0.1757726938937029,0.12986569028394462
33009-50017,33,33009,50,50017,0.18561901110484086,0.24844521504833025
33009-50027,33,33009,50,50027,0.26128155947977333,0.17056816151393875
33011-25009,33,33011,25,25009,0.31254446379819084,0.2832564532890098
33011-25017,33,33011,25,25017,0.1773467955877543,0.2514789940425483
33011-25027,33,33011,25,25027,0.402669412880134,0.41825119335219985
33015-25009,33,33015,25,25009,0.10589390065680584,0.19688335262840406
33019-50025,33,33019,50,50025,0.22099355627464282,0.26253199695046436
34003-36005,34,34003,36,36005,0.12889912272109605,0.06104596809066999
34003-36061,34,34003,36,36061,0.12459979537175604,0.02701278943363858
34005-42101,34,34005,42,42101,0.154494055498673,0.08059419091949385
34015-10003,34,34015,10,10003,0.28189203763540105,0.2045113669719563
34019-42017,34,34019,42,42017,0.17358759575800659,0.131415635951027
34037-42089,34,34037,42,42089,0.3129640724128045,0.3205767532072456
34041-42017,34,34041,42,42017,0.259606797627118,0.38943013646526203
34041-42095,34,34041,42,42095,0.07165729829751492,0.11685407073038981
35003-04011,35,35003,04,04011,0.5204523513293745,0.31232955668852225
35009-48369,35,35009,48,48369,0.17211763207370723,0.2276828934390191
35013-48141,35,35013,48,48141,0.2703639088478193,0.15117974011625127
35015-48109,35,35015,48,48109,0.5475995074916691,0.9287590207437182
35015-48301,35,35015,48,48301,0.6298503047738748,0.2815270371774847
35015-48389,35,35015,48,48389,0.6092502395737862,0.7624777251549193
35023-04003,35,35023,04,04003,0.2811845206993089,1.0139223593809477
35025-48003,35,35025,48,48003,0.2645751141842859,0.5225789517270562
35025-48165,35,35025,48,48165,0.12886540643754096,0.40634080063305283
35025-48301,35,35025,48,48301,0.7643513077536156,0.25446352564395436
35025-48495,35,35025,48,48495,0.6785017602007875,0.15936114989363576
35025-48501,35,35025,48,48501,0.24312923364771885,0.23445836548702034
35035-48109,35,35035,48,48109,1.340529174356017,0.9290699783735191
35035-48141,35,35035,48,48141,0.8043609391648857,0.21912359818852184
35035-48229,35,35035,48,48229,0.8043380472176046,0.580253827397595
35037-48117,35,35037,48,48117,0.6134736118535029,0.6516019042346332
35037-48359,35,35037,48,48359,0.6134812437442488,0.6521814698058817
35041-48017,35,35041,48,48017,0.3043511726365988,0.298034321731627
35041-48079,35,35041,48,48079,0.456165284831293,0.31276965682231667
35045-04001,35,35045,04,04001,0.8249137833151399,0.562642388119005
35059-40025,35,35059,40,40025,0.2638061783199638,0.5168303843661016
35059-48111,35,35059,48,48111,0.22079053606245105,0.4628741310431392
35059-48205,35,35059,48,48205,0.4575746586231983,0.5520507280966181
36003-42083,36,36003,42,42083,0.29556383545696796,0.3059429989050302
36003-42105,36,36003,42,42105,0.22899081106541436,0.17637201339831018
36007-42115,36,36007,42,42115,0.12255913160860345,0.17529984071821034
36009-42083,36,36009,42,42083,0.22451238457503822,0.13459914840507983
36009-42123,36,36009,42,42123,0.38456381269291723,0.23072011116510818
36013-42049,36,36013,42,42049,0.38579392346185043,0.30993100619487
36013-42123,36,36013,42,42123,0.2475992040817924,0.1471306965911178
36015-42015,36,36015,42,42015,0.11638899849764939,0.17330885196885895
36015-42117,36,36015,42,42117,0.16308227897076086,0.30483056462592023
36019-50007,36,36019,50,50007,0.24803630824416525,0.20036856802342753
36025-42127,36,36025,42,42127,0.41269185610456666,0.32703879236891753
36027-09001,36,36027,09,09001,0.32146133208031,0.3597054331821888
36027-09005,36,36027,09,09005,0.3216239636018404,0.3247546967650645
36031-50001,36,36031,50,50001,0.2772555108081699,0.24011247668865984
36061-34017,36,36061,34,34017,0.02649638823721491,0.04268407949455426
36071-34031,36,36071,34,34031,0.25042698359049104,0.22171963036865866
36071-34037,36,36071,34,34037,0.2512506402399772,0.22496021171969233
36071-42103,36,36071,42,42103,0.45027916754847047,0.2618487336279744
36083-25003,36,36083,25,25003,0.32612685924888135,0.14467406546464162
36087-34003,36,36087,34,34003,0.07145775619690227,0.13485789173939952
36087-34031,36,36087,34,34031,0.19435405381407508,0.2097650366532958
36101-42105,36,36101,42,42105,0.3937157117079531,0.25713995610194423
36101-42117,36,36101,42,42117,0.26647559570914603,0.18435744895963807
36105-42103,36,36105,42,42103,0.27595152756563457,0.16445796001610027
36105-42127,36,36105,42,42127,0.3424832331309868,0.2435123173605166
36107-42015,36,36107,42,42015,0.12258970665183543,0.16998850371172697
36107-42115,36,36107,42,42115,0.19467297318390214,0.37852927300780387
36115-50003,36,36115,50,50003,0.20313293548318068,0.11938604679874056
36119-34003,36,36119,34,34003,0.09941170304563494,0.13950650920119778
37007-45025,37,37007,45,45025,0.1625500029633511,0.1290791452629937
37019-45051,37,37019,45,45051,0.35074185149646797,0.33002990974313995
37039-13111,37,37039,13,13111,0.16409193253018514,0.08701975814118867
37039-13291,37,37039,13,13291,0.11931815233162373,0.11301498508659902
37039-47139,37,37039,47,47139,0.28738711819071067,0.259631057594567
37043-13241,37,37043,13,13241,0.261644716153755,0.13696161195998938
37043-13281,37,37043,13,13281,0.04778259896431913,0.048917028188054025
37043-13291,37,37043,13,13291,0.13746949518631504,0.11299423315081078
37045-45021,37,37045,45,45021,0.12166386479799465,0.0957815953826256
37045-45091,37,37045,45,45091,0.19727405672609113,0.317129205805345
37047-45051,37,37047,45,45051,0.2176143461136967,0.3079759690704876
37071-45091,37,37071,45,45091,0.11936766285528887,0.1594814548957716
37089-45045,37,37089,45,45045,0.1483885011462329,0.3345429910370696
37099-45073,37,37099,45,45073,0.347547404131486,0.3096522920205979
37113-13241,37,37113,13,13241,0.16232923323744558,0.11533115292369343
37119-45057,37,37119,45,45057,0.1720843083469222,0.26071138382663317
37119-45091,37,37119,45,45091,0.165742702036643,0.057348881917045055
37149-45045,37,37149,45,45045,0.07472605847136751,0.33720013639292234
37149-45083,37,37149,45,45083,0.06471086233339744,0.2256101416453692
37153-45069,37,37153,45,45069,0.13806307481404584,0.170567854784134
37155-45033,37,37155,45,45033,0.27159556354060166,0.11424569813504588
37155-45069,37,37155,45,45069,0.3601657072084359,0.20898358602674016
37161-45021,37,37161,45,45021,0.16561761976984926,0.15727961566918286
37161-45083,37,37161,45,45083,0.16380423019841212,0.22674581828251994
37165-45069,37,37165,45,45069,0.11000328977189619,0.12769736033203563
37175-45045,37,37175,45,45045,0.10319237146737067,0.3811756490689351
37175-45073,37,37175,45,45073,0.21652462024512398,0.3198005879239278
37175-45077,37,37175,45,45077,0.13017419511833955,0.27023030586267854
37179-45025,37,37179,45,45025,0.20453074964477067,0.2197312402152489
37179-45057,37,37179,45,45057,0.18003548323490673,0.06108057401472408
38001-46063,38,38001,46,46063,0.3280482578771747,0.6254756843299933
38001-46105,38,38001,46,46105,0.08803971591189012,0.23305045498394
38011-46063,38,38011,46,46063,0.22610202462619944,0.3328452698210543
38017-27027,38,38017,27,27027,0.0728340439715973,0.0981883151603296
38021-46013,38,38021,46,46013,0.15156880758739144,0.45886905821898544
38021-46089,38,38021,46,46089,0.4234637879374327,0.31440431876454955
38029-46021,38,38029,46,46021,0.3228991579299093,0.1393009771946999
38033-30025,38,38033,30,30025,0.2664025542905155,0.32100151881746686
38035-27119,38,38035,27,27119,0.07675734163879067,0.34979260551771924
38051-46021,38,38051,46,46021,0.30374971557607006,0.2613846060877892
38051-46089,38,38051,46,46089,0.2037430529939372,0.17990427201335243
38053-30083,38,38053,30,30083,0.8142228638406781,0.16054852037113182
38053-30109,38,38053,30,30109,0.9179209303319105,0.3913250656734937
38067-27069,38,38067,27,27069,0.38246688471008167,0.3122278921932535
38077-27155,38,38077,27,27155,0.30777582179323365,0.18475271767064547
38077-27167,38,38077,27,27167,0.14877455663749922,0.06706220560939305
38077-46109,38,38077,46,46109,0.32837930386656683,0.32249846391876513
38081-46013,38,38081,46,46013,0.44920853083425316,0.6354036803144413
38081-46091,38,38081,46,46091,0.22845211330039028,0.16913803396322097
38085-46031,38,38085,46,46031,0.21796767776385578,0.17972781800973708
38097-27107,38,38097,27,27107,0.3586405230446884,0.35138057007384926
38105-30085,38,38105,30,30085,0.48200028955666463,1.2019656921428672
39001-21135,39,39001,21,21135,0.14529994304414942,0.05411206564134954
39001-21161,39,39001,21,21161,0.24759714198488678,0.08647193943514637
39007-42039,39,39007,42,42039,0.2481391683360292,0.4182380588625148
39009-54107,39,39009,54,54107,0.3814557691750537,0.2016175057652628
39013-54051,39,39013,54,54051,0.14973066797846885,0.052028382837854235
39015-21023,39,39015,21,21023,0.17214993678482765,0.07082677487296425
39015-21161,39,39015,21,21161,0.18030529974394996,0.04313787375422533
39017-18047,39,39017,18,18047,0.3169550157645234,0.25265594431368466
39025-21023,39,39025,21,21023,0.276579435186934,0.06785486255588356
39025-21037,39,39025,21,21037,0.13323895961762014,0.1222114339173256
39025-21191,39,39025,21,21191,0.22939129971525596,0.17084409717381746
39029-42007,39,39029,42,42007,0.21130677651554816,0.2163705663674954
39029-54029,39,39029,54,54029,0.18798188264381477,0.1349204097462788
39037-18135,39,39037,18,18135,0.19996397928742454,0.19016079957137594
39037-18177,39,39037,18,18177,0.23080488173149297,0.15615641002297206
39039-18003,39,39039,18,18003,0.35528845535488546,0.35398073232106264
39051-26059,39,39051,26,26059,0.29494475259506236,0.2939296109558446
39051-26091,39,39051,26,26091,0.13568644297327956,0.20949629773815467
39053-54011,39,39053,54,54011,0.23262289981701192,0.17679033618905582
39053-54053,39,39053,54,54053,0.06671885464431465,0.08544383893229587
39061-21015,39,39061,21,21015,0.15650466415211803,0.10114506984073268
39061-21037,39,39061,21,21037,0.06868306700986974,0.02354776399792274
39061-21117,39,39061,21,21117,0.08518983977997074,0.07296367671196094
39081-54009,39,39081,54,54009,0.06602388160437078,0.01619973492285397
39081-54069,39,39081,54,54069,0.17997385410238387,0.08410881136970133
39087-21019,39,39087,21,21019,0.07596282344266331,0.06001689251480785
39087-21089,39,39087,21,21089,0.12471212292307893,0.01207437726195958
39087-54011,39,39087,54,54011,0.09738547641943453,0.02749489977872569
39087-54099,39,39087,54,54099,0.09682764113954993,0.14855746124931424
39095-26091,39,39095,26,26091,0.1638843705807612,0.26767301948664235
39095-26115,39,39095,26,26115,0.075618544609464,0.1680872903648033
39099-42073,39,39099,42,42073,0.1771975672170847,0.18232321287053155
39105-54035,39,39105,54,54035,0.19956277352328103,0.09780828557114316
39105-54053,39,39105,54,54053,0.031191797763069774,0.13762847454475502
39107-18075,39,39107,18,18075,0.1943241702051981,0.2289497298340904
39111-54095,39,39111,54,54095,0.1782725653007385,0.0918540967832295
39111-54103,39,39111,54,54103,0.18112440703892094,0.10742414827208469
39135-18161,39,39135,18,18161,0.1906667936895946,0.10434606493793677
39145-21089,39,39145,21,21089,0.03658569857073943,0.01581229732850118
39145-21135,39,39145,21,21135,0.10216817563835369,0.0971355230306008
39155-42085,39,39155,42,42085,0.24073418216185344,0.18186262968771535
39161-18001,39,39161,18,18001,0.23690114585132205,0.13191408385785028
39167-54073,39,39167,54,54073,0.15752836925779273,0.02179374174912737
39167-54095,39,39167,54,54095,0.39367342854531634,0.11770759886327452
39167-54107,39,39167,54,54107,0.03681663668723047,0.036283421446375454
39171-18033,39,39171,18,18033,0.23167246530549115,0.23512559299702365
39171-18151,39,39171,18,18151,0.2316699734592442,0.20482257886678396
39171-26059,39,39171,26,26059,0.16817184575439897,0.2156333036810047
40001-05033,40,40001,05,05033,0.19186687891023757,0.23565260347922146
