COUNTYPAIR_ID,STATE_FIPS1,GEOID10_FIPS1,STATE_FIPS2,GEOID10_FIPS2,distance_FIPS1,distance_FIPS2
13049-12003,13,13049,12,12003,0.2854138883440995,0.07214818676496851
13049-12089,13,13049,12,12089,0.0014904406917473569,0.33201493660166476
13053-01113,13,13053,01,01113,0.05748168783107893,0.09192826391134191
13055-01019,13,13055,01,01019,0.1590600157894515,0.1983585581371279
13065-12003,13,13065,12,12003,0.5168078875427614,0.3748856468204261
13065-12023,13,13065,12,12023,0.4543179831915466,0.4717486763678435
13083-01049,13,13083,01,01049,0.08900699523628532,0.329446951254773
13087-12039,13,13087,12,12039,0.1898843795485187,0.10038624984665652
13099-01069,13,13099,01,01069,0.1724945945450513,0.28324228680909747
13101-12023,13,13101,12,12023,0.38476624535336085,0.46937741923068255
13101-12047,13,13101,12,12047,0.08886448188918825,0.11434412181851655
13105-45065,13,13105,45,45065,0.3064120466235291,0.28034117177452417
13115-01019,13,13115,01,01019,0.2673970375277259,0.18494825019944522
13131-12039,13,13131,12,12039,0.20890442015170707,0.22067320383520717
13131-12073,13,13131,12,12073,0.20015077733902822,0.21865418122368083
13145-01081,13,13145,01,01081,0.19798144709537405,0.24685868415033582
13185-12047,13,13185,12,12047,0.22387987220512753,0.18548329093761093
13215-01113,13,13215,01,01113,0.06436041904231672,0.07437544253484252
13233-01029,13,13233,01,01029,0.22693695327636187,0.29250527745176286
13251-45049,13,13251,45,45049,0.2009059107516649,0.2919634537466202
13253-12063,13,13253,12,12063,0.10941600592598594,0.2691160447153696
13259-01005,13,13259,01,01005,0.28809511128433035,0.2833186647491194
13275-12065,13,13275,12,12065,0.19968275068858007,0.1619034788529767
13275-12073,13,13275,12,12073,0.20549792544650017,0.2807062166194206
13285-01017,13,13285,01,01017,0.1827139456448976,0.08207483995340302
13295-01049,13,13295,01,01049,0.3211939133659188,0.3190795867623478
13299-12003,13,13299,12,12003,0.6459998169489949,0.28164143908910017
16003-41001,16,16003,41,41001,0.4638307090028224,0.8679592132018975
16007-49033,16,16007,49,49033,0.3052677153768293,0.23439314733255412
16009-53075,16,16009,53,53075,0.40042408681335445,0.37669463533483244
16017-30089,16,16017,30,30089,0.5814410528235706,0.9347517177641818
16017-53063,16,16017,53,53063,0.45268063022315347,0.4423998068452428
16019-56023,16,16019,56,56023,0.969706096899869,0.483539426784261
16021-30053,16,16021,30,30053,0.2536240854693454,0.6125227508008145
16031-32007,16,16031,32,32007,0.5736682624317492,1.6706253608212938
16031-49003,16,16031,49,49003,0.4931235056075456,0.9886582079995926
16041-49005,16,16041,49,49005,0.10069393932471184,0.2543662754036181
16043-56039,16,16043,56,56039,0.5661619426646645,0.5553566797384122
16049-30081,16,16049,30,30081,1.55306691371285,0.26519775395206174
16049-41063,16,16049,41,41063,0.49169884190454866,0.6478633092347609
16069-41063,16,16069,41,41063,0.4001986723434457,0.646719071283123
16069-53003,16,16069,53,53003,0.08658053804650574,0.019583373406604324
16071-49003,16,16071,49,49003,0.18052213181258694,0.4107000167400605
16071-49005,16,16071,49,49005,0.23025703001221148,0.36940440043937245
16073-32007,16,16073,32,32007,1.3787485298833178,1.1258306755740983
16073-32013,16,16073,32,32013,1.4175045699047923,1.2039534846601325
16079-30061,16,16079,30,30061,0.3389844914781916,0.2339624866976369
16083-32007,16,16083,32,32007,0.5639354194838254,1.2232928562360095
16087-41045,16,16087,41,41045,0.07858680861868317,0.2428658059307609
17001-29127,17,17001,29,29127,0.09185956182976046,0.09235177463735944
17003-21007,17,17003,21,21007,0.14257802699452346,0.16613489322212738
17003-29133,17,17003,29,29133,0.08121900548584098,0.1537458074682401
17003-29201,17,17003,29,29201,0.10434599987016482,0.19607660361829637
17013-29113,17,17013,29,29113,0.04744788537211989,0.2207950302695936
17013-29183,17,17013,29,29183,0.19096431380544215,0.1159867167831567
17023-18153,17,17023,18,18153,0.21637560703622935,0.21513275457893158
17033-18083,17,17033,18,18083,0.23185863420001823,0.1705435550915466
17045-18167,17,17045,18,18167,0.18540348089336475,0.14458447133221014
17059-21225,17,17059,21,21225,0.1276152772770016,0.15887019767287452
17067-29045,17,17067,29,29045,0.22144298657746556,0.2491378001321403
17067-29111,17,17067,29,29111,0.34327057355438,0.18405613488307732
17069-21055,17,17069,21,21055,0.027214032796364446,0.13912162105349443
17069-21139,17,17069,21,21139,0.10021546961105025,0.26623904048882324
17071-19111,17,17071,19,19111,0.2137690409303702,0.2253168422823338
17075-18007,17,17075,18,18007,0.309460733963784,0.2347502928600063
17077-29157,17,17077,29,29157,0.245954575342561,0.1945135570000847
17083-29183,17,17083,29,29183,0.1322785369730799,0.2832014993489566
17085-19097,17,17085,19,19097,0.14007306765026115,0.18709286638192554
17091-18111,17,17091,18,18111,0.32416016227692157,0.146763180761488
17119-29183,17,17119,29,29183,0.09694259024002923,0.41110716950113463
17119-29510,17,17119,29,29510,0.151017428168091,0.08028250591885033
17127-21145,17,17127,21,21145,0.03631090002655244,0.07396217108428985
17133-29099,17,17133,29,29099,0.17283660724922809,0.1047039496041817
17133-29186,17,17133,29,29186,0.24467996394133623,0.15333315901857408
17149-29163,17,17149,29,29163,0.23153761373824794,0.14254967727829862
17149-29173,17,17149,29,29173,0.31968010661529866,0.19307866026883966
17151-21139,17,17151,21,21139,0.07417201928576593,0.07540394068094725
17153-21007,17,17153,21,21007,0.05882799215110942,0.15188149615323518
17157-29157,17,17157,29,29157,0.15400062098918624,0.15511355683765082
17157-29186,17,17157,29,29186,0.14985040093115665,0.10461239102934863
17161-19139,17,17161,19,19139,0.2846371841511967,0.05955568888472154
17161-19163,17,17161,19,19163,0.029047860841699025,0.040603686722784624
17181-29031,17,17181,29,29031,0.19885829706462008,0.12171882688543022
17183-18165,17,17183,18,18165,0.1231788368306683,0.15166478380759926
17183-18171,17,17183,18,18171,0.12337957006005597,0.2028412778681211
17185-18051,17,17185,18,18051,0.04800285153608836,0.22225946454433745
17193-18129,17,17193,18,18129,0.15625638149989848,0.1521877052303033
17197-18089,17,17197,18,18089,0.5400314794130204,0.13016293359549153
18001-39107,18,18001,39,39107,0.13450294232365934,0.2017394811246388
18003-39125,18,18003,39,39125,0.3189021830246367,0.21892767126796198
18003-39161,18,18003,39,39161,0.337243865520912,0.24645347907530177
18007-17183,18,18007,17,17183,0.24941070791427875,0.35142293567541055
18019-21111,18,18019,21,21111,0.0883721860144827,0.08092112432289934
18019-21185,18,18019,21,21185,0.09456601564971595,0.10281210049320157
18025-21163,18,18025,21,21163,0.1289026178572533,0.27855901303633296
18029-21015,18,18029,21,21015,0.08442811693117713,0.18366965361843232
18029-39061,18,18029,39,39061,0.10074038446018624,0.31135317627610887
18033-39039,18,18033,39,39039,0.23034006810771882,0.35462806318387485
18043-21111,18,18043,21,21111,0.05171502678585635,0.13206256668933783
18061-21093,18,18061,21,21093,0.2539871388789278,0.26077614750841327
18061-21111,18,18061,21,21111,0.20215138700539895,0.20905077236238967
18061-21163,18,18061,21,21163,0.1984448457687465,0.07964765459922325
18075-39037,18,18075,39,39037,0.24126779154804254,0.27573202153783355
18077-21041,18,18077,21,21041,0.10311631475401918,0.06618211809843606
18077-21223,18,18077,21,21223,0.02671923949240392,0.10171801888930768
18083-17101,18,18083,17,17101,0.056304597391478306,0.15049050023733754
18083-17185,18,18083,17,17185,0.2337033803729787,0.04170915551286665
